,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
44137,Barrio Norte,4.0,3.0,2.0,119.0,111.0,320000.0,Departamento
44138,Barrio Norte,4.0,3.0,2.0,137.0,117.0,240000.0,Departamento
44139,San Nicolás,4.0,3.0,2.0,105.0,105.0,278000.0,Departamento
44141,Palermo,5.0,3.0,2.0,110.0,87.0,295000.0,PH
44142,Colegiales,5.0,3.0,2.0,170.0,120.0,350000.0,PH
44183,Caballito,1.0,1.0,1.0,50.0,47.0,165000.0,Departamento
44184,Caballito,1.0,1.0,1.0,50.0,47.0,192000.0,Departamento
44196,Puerto Madero,1.0,1.0,2.0,87.0,87.0,515000.0,Departamento
44201,Coghlan,2.0,1.0,1.0,48.0,38.0,140000.0,PH
44203,Caballito,2.0,3.0,2.0,140.0,140.0,215000.0,PH
44204,Caballito,2.0,3.0,2.0,140.0,140.0,215000.0,PH
44205,Villa Devoto,2.0,1.0,1.0,76.0,47.0,128000.0,PH
44233,Flores,2.0,1.0,1.0,45.0,42.0,125000.0,Departamento
44239,Nuñez,2.0,1.0,1.0,53.0,41.0,140000.0,Departamento
44242,Almagro,2.0,1.0,1.0,55.0,47.0,147000.0,Departamento
44247,Almagro,2.0,1.0,1.0,74.0,56.0,160000.0,Departamento
44249,Almagro,2.0,1.0,1.0,66.0,58.0,190000.0,Departamento
44250,Coghlan,2.0,1.0,1.0,46.0,46.0,115000.0,Departamento
44251,Palermo,2.0,1.0,1.0,48.0,43.0,134000.0,Departamento
44252,Palermo,2.0,1.0,1.0,56.0,49.0,152800.0,Departamento
44253,Palermo,2.0,1.0,1.0,51.0,45.0,157340.0,Departamento
44259,Palermo,2.0,1.0,1.0,66.0,58.0,190000.0,Departamento
44260,Palermo,2.0,1.0,1.0,60.0,60.0,220000.0,Departamento
