,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
122514,Belgrano,3.0,2.0,1.0,54.0,42.0,139900.0,Departamento
122515,Belgrano,3.0,2.0,1.0,51.0,51.0,219500.0,Departamento
122516,Belgrano,3.0,2.0,1.0,69.0,63.0,220000.0,Departamento
122517,Belgrano,3.0,2.0,1.0,113.0,60.0,245000.0,Departamento
122519,Belgrano,3.0,2.0,1.0,50.0,50.0,154900.0,Departamento
122520,Belgrano,3.0,2.0,1.0,59.0,56.0,239900.0,Departamento
122521,Belgrano,3.0,2.0,1.0,63.0,63.0,194500.0,Departamento
122523,Floresta,3.0,2.0,1.0,91.0,81.0,150000.0,Departamento
122537,Paternal,3.0,2.0,1.0,64.0,53.0,146000.0,Departamento
122538,Paternal,3.0,2.0,1.0,72.0,68.0,130000.0,Departamento
122539,Paternal,3.0,2.0,1.0,80.0,59.0,220000.0,Departamento
122540,Paternal,3.0,2.0,1.0,68.0,62.0,156000.0,Departamento
122541,Recoleta,3.0,2.0,2.0,67.0,58.0,255000.0,Departamento
122542,Recoleta,3.0,2.0,1.0,65.0,65.0,249000.0,Departamento
122543,Recoleta,3.0,2.0,2.0,60.0,55.0,180000.0,Departamento
122544,Recoleta,3.0,2.0,1.0,111.0,89.0,367000.0,Departamento
122545,Recoleta,3.0,2.0,1.0,122.0,74.0,290000.0,Departamento
122546,Recoleta,2.0,2.0,1.0,55.0,55.0,179900.0,Departamento
122547,Recoleta,3.0,2.0,1.0,56.0,52.0,165000.0,Departamento
122548,Recoleta,3.0,2.0,2.0,63.0,63.0,195000.0,Departamento
122549,Recoleta,3.0,2.0,2.0,63.0,63.0,195000.0,Departamento
122550,Recoleta,3.0,2.0,1.0,80.0,80.0,240000.0,Departamento
122551,Saavedra,3.0,2.0,1.0,150.0,90.0,275000.0,Departamento
122555,Balvanera,3.0,2.0,1.0,75.0,67.0,120000.0,Departamento
122556,Balvanera,3.0,2.0,1.0,91.0,86.0,153000.0,Departamento
122557,Balvanera,3.0,2.0,1.0,60.0,52.0,135000.0,Departamento
122558,Balvanera,3.0,2.0,1.0,51.0,51.0,127000.0,Departamento
122559,Balvanera,3.0,2.0,2.0,52.0,48.0,138500.0,Departamento
122560,Balvanera,3.0,2.0,1.0,70.0,70.0,165000.0,Departamento
122562,Balvanera,3.0,2.0,1.0,56.0,56.0,170000.0,Departamento
122563,Balvanera,3.0,2.0,1.0,68.0,68.0,130000.0,Departamento
122564,Balvanera,3.0,2.0,1.0,66.0,61.0,140000.0,Departamento
122565,Caballito,3.0,2.0,1.0,109.0,79.0,245000.0,Departamento
122566,Caballito,3.0,2.0,1.0,71.0,65.0,270000.0,Departamento
122567,Caballito,3.0,2.0,1.0,50.0,50.0,115000.0,Departamento
122568,Caballito,3.0,2.0,2.0,80.0,68.0,217000.0,Departamento
122569,Caballito,3.0,2.0,1.0,63.0,57.0,155000.0,Departamento
122570,Caballito,3.0,2.0,2.0,80.0,68.0,217000.0,Departamento
122573,Caballito,3.0,2.0,2.0,72.0,68.0,230000.0,Departamento
122574,Caballito,3.0,2.0,2.0,76.0,72.0,167000.0,Departamento
122575,Caballito,3.0,2.0,1.0,71.0,58.0,138000.0,Departamento
122576,Caballito,3.0,2.0,1.0,95.0,71.0,179900.0,Departamento
122577,Caballito,4.0,2.0,1.0,72.0,64.0,175000.0,Departamento
122578,Caballito,3.0,2.0,2.0,110.0,64.0,240000.0,Departamento
122579,Caballito,3.0,2.0,1.0,114.0,88.0,208000.0,Departamento
122580,Caballito,3.0,2.0,2.0,61.0,57.0,159000.0,Departamento
122581,Chacarita,3.0,2.0,2.0,77.0,62.0,164475.0,Departamento
122582,Chacarita,3.0,2.0,2.0,111.0,77.0,227550.0,Departamento
122583,Chacarita,3.0,2.0,2.0,111.0,77.0,227550.0,Departamento
122585,Monserrat,3.0,2.0,1.0,77.0,77.0,169000.0,Departamento
122586,Monserrat,3.0,2.0,1.0,73.0,65.0,136000.0,Departamento
122587,San Telmo,3.0,2.0,2.0,63.0,63.0,115000.0,Departamento
122589,San Telmo,3.0,2.0,1.0,61.0,61.0,148000.0,Departamento
122590,San Telmo,3.0,2.0,2.0,65.0,56.0,165000.0,Departamento
122591,San Telmo,3.0,2.0,1.0,59.0,59.0,157000.0,Departamento
122592,San Telmo,3.0,2.0,1.0,127.0,50.0,199000.0,Departamento
122593,Versalles,3.0,2.0,1.0,70.0,66.0,155000.0,Departamento
122599,Colegiales,3.0,2.0,1.0,64.0,59.0,215000.0,Departamento
122600,Colegiales,3.0,2.0,1.0,76.0,70.0,140000.0,Departamento
122601,Colegiales,3.0,2.0,1.0,74.0,68.0,265000.0,Departamento
122603,Colegiales,3.0,2.0,2.0,88.0,66.0,265000.0,Departamento
122604,Colegiales,3.0,2.0,1.0,63.0,61.0,149000.0,Departamento
122620,Villa Luro,3.0,2.0,1.0,57.0,55.0,180000.0,Departamento
122622,Parque Chas,3.0,2.0,1.0,50.0,50.0,139900.0,Departamento
122623,Parque Chas,3.0,2.0,2.0,118.0,70.0,188000.0,Departamento
122624,Parque Chas,3.0,2.0,2.0,70.0,62.0,154000.0,Departamento
122625,Barrio Norte,3.0,2.0,1.0,97.0,94.0,230000.0,Departamento
122626,Barrio Norte,3.0,2.0,2.0,75.0,71.0,234800.0,Departamento
122627,Barrio Norte,3.0,2.0,1.0,83.0,83.0,179900.0,Departamento
122628,Barrio Norte,3.0,2.0,1.0,83.0,74.0,225000.0,Departamento
122629,Barrio Norte,3.0,2.0,1.0,63.0,63.0,185000.0,Departamento
122630,Barrio Norte,3.0,2.0,1.0,46.0,46.0,115000.0,Departamento
122632,Monte Castro,3.0,2.0,1.0,66.0,62.0,179900.0,Departamento
122633,Monte Castro,3.0,2.0,2.0,75.0,70.0,185000.0,Departamento
122636,Villa Crespo,3.0,2.0,2.0,72.0,64.0,225000.0,Departamento
122637,Villa Crespo,3.0,2.0,1.0,95.0,88.0,184900.0,Departamento
122638,Villa Crespo,3.0,2.0,1.0,60.0,55.0,169000.0,Departamento
122641,Villa Devoto,3.0,2.0,1.0,62.0,55.0,206000.0,Departamento
122642,Villa Devoto,3.0,2.0,1.0,87.0,64.0,338000.0,Departamento
122648,Puerto Madero,3.0,2.0,2.0,111.0,90.0,500000.0,Departamento
122650,San Cristobal,3.0,2.0,1.0,78.0,55.0,175000.0,Departamento
122651,San Cristobal,3.0,2.0,1.0,60.0,53.0,138000.0,Departamento
122652,San Cristobal,3.0,2.0,1.0,60.0,57.0,125000.0,Departamento
122653,San Cristobal,3.0,2.0,1.0,62.0,52.0,129900.0,Departamento
122654,San Cristobal,3.0,2.0,1.0,55.0,55.0,115000.0,Departamento
122655,Villa Ortuzar,3.0,2.0,2.0,64.0,55.0,225000.0,Departamento
122657,Villa Urquiza,3.0,2.0,1.0,68.0,63.0,330000.0,Departamento
122658,Villa Urquiza,3.0,2.0,1.0,54.0,51.0,145000.0,Departamento
122659,Villa Urquiza,3.0,2.0,2.0,81.0,68.0,256671.0,Departamento
122661,Villa Urquiza,3.0,2.0,2.0,139.0,68.0,322555.0,Departamento
122662,Villa Urquiza,3.0,2.0,1.0,86.0,57.0,169000.0,Departamento
122663,Villa Urquiza,3.0,2.0,2.0,82.0,69.0,266600.0,Departamento
122664,Villa Urquiza,3.0,2.0,1.0,83.0,60.0,221000.0,Departamento
122665,Villa Urquiza,3.0,2.0,1.0,66.0,60.0,201000.0,Departamento
122666,Villa Urquiza,3.0,2.0,2.0,91.0,69.0,261600.0,Departamento
122667,Villa Urquiza,3.0,2.0,2.0,61.0,61.0,240000.0,Departamento
122668,Villa Urquiza,3.0,2.0,1.0,74.0,74.0,198000.0,Departamento
122669,Villa Urquiza,3.0,2.0,1.0,92.0,73.0,195000.0,Departamento
122670,Villa Urquiza,3.0,2.0,2.0,81.0,68.0,237566.0,Departamento
122671,Villa Urquiza,3.0,2.0,1.0,60.0,56.0,165000.0,Departamento
122672,Villa Urquiza,3.0,2.0,2.0,81.0,69.0,273300.0,Departamento
122673,Villa Urquiza,3.0,2.0,1.0,78.0,68.0,245000.0,Departamento
122674,Villa Urquiza,3.0,2.0,2.0,142.0,88.0,329800.0,Departamento
122675,Villa Urquiza,3.0,2.0,2.0,81.0,68.0,250070.0,Departamento
122679,Villa Urquiza,3.0,2.0,1.0,66.0,60.0,201000.0,Departamento
122680,Villa Urquiza,3.0,2.0,2.0,138.0,69.0,343500.0,Departamento
122696,Parque Chacabuco,3.0,2.0,1.0,61.0,58.0,200000.0,Departamento
122698,Parque Chacabuco,3.0,2.0,1.0,79.0,65.0,259000.0,Departamento
122704,Villa Santa Rita,3.0,2.0,1.0,71.0,63.0,129250.0,Departamento
122705,Villa Santa Rita,3.0,2.0,1.0,71.0,63.0,129250.0,Departamento
122706,Villa Santa Rita,3.0,2.0,1.0,71.0,63.0,129250.0,Departamento
122707,Villa Santa Rita,3.0,2.0,1.0,53.0,46.0,149000.0,Departamento
122708,Villa Santa Rita,3.0,2.0,1.0,71.0,63.0,129250.0,Departamento
122710,Villa del Parque,3.0,2.0,1.0,51.0,49.0,154500.0,Departamento
122711,Villa Pueyrredón,3.0,2.0,2.0,71.0,65.0,230000.0,Departamento
122715,Villa General Mitre,3.0,2.0,1.0,54.0,52.0,124000.0,Departamento
122719,Boedo,4.0,3.0,1.0,79.0,70.0,140000.0,PH
122721,Flores,4.0,3.0,3.0,155.0,141.0,280000.0,PH
122731,Palermo,4.0,3.0,1.0,135.0,135.0,179900.0,PH
122732,Palermo,4.0,3.0,1.0,109.0,109.0,320000.0,PH
122733,Palermo,6.0,3.0,2.0,88.0,88.0,250000.0,PH
122734,Pompeya,5.0,3.0,2.0,175.0,110.0,162000.0,PH
122735,Pompeya,5.0,3.0,1.0,140.0,110.0,185000.0,PH
122736,Floresta,4.0,3.0,1.0,132.0,110.0,279000.0,PH
122741,Caballito,4.0,3.0,1.0,200.0,92.0,290000.0,PH
122746,Monte Castro,4.0,3.0,1.0,86.0,78.0,148000.0,PH
122747,San Cristobal,4.0,3.0,1.0,73.0,69.0,125000.0,PH
122748,Villa Urquiza,4.0,3.0,1.0,94.0,94.0,169900.0,PH
122750,Villa Urquiza,4.0,3.0,2.0,132.0,132.0,239000.0,PH
122760,Parque Chacabuco,7.0,3.0,2.0,140.0,84.0,210000.0,PH
122761,Parque Chacabuco,4.0,3.0,1.0,101.0,101.0,183000.0,PH
122764,Villa Pueyrredón,4.0,3.0,1.0,137.0,116.0,240000.0,PH
122765,Villa General Mitre,4.0,3.0,2.0,165.0,125.0,220000.0,PH
122809,Flores,4.0,3.0,2.0,153.0,91.0,220000.0,Casa
122855,Liniers,4.0,3.0,1.0,127.0,127.0,149000.0,Casa
122880,Versalles,5.0,3.0,2.0,150.0,137.0,270000.0,Casa
122914,Parque Chas,4.0,3.0,1.0,135.0,135.0,329900.0,Casa
122921,Villa Devoto,5.0,3.0,1.0,163.0,126.0,210000.0,Casa
122922,Villa Devoto,5.0,3.0,2.0,155.0,101.0,275000.0,Casa
122923,Villa Devoto,5.0,3.0,3.0,117.0,117.0,240000.0,Casa
122924,Villa Ortuzar,4.0,3.0,1.0,140.0,140.0,220000.0,Casa
122926,Villa Urquiza,4.0,3.0,1.0,126.0,86.0,270000.0,Casa
122942,Villa del Parque,4.0,3.0,1.0,126.0,89.0,178000.0,Casa
122982,Flores,4.0,3.0,2.0,104.0,94.0,279900.0,Departamento
122983,Flores,4.0,3.0,2.0,158.0,142.0,450000.0,Departamento
122984,Flores,4.0,3.0,1.0,84.0,76.0,155000.0,Departamento
122985,Flores,4.0,3.0,1.0,75.0,75.0,179000.0,Departamento
122988,Nuñez,4.0,3.0,3.0,135.0,126.0,499000.0,Departamento
122989,Nuñez,4.0,3.0,1.0,90.0,80.0,255000.0,Departamento
122990,Nuñez,4.0,3.0,1.0,77.0,67.0,199000.0,Departamento
122991,Nuñez,4.0,3.0,1.0,143.0,122.0,440000.0,Departamento
122992,Nuñez,5.0,3.0,2.0,90.0,80.0,290000.0,Departamento
122993,Nuñez,4.0,3.0,2.0,90.0,85.0,330000.0,Departamento
122994,Nuñez,4.0,3.0,2.0,117.0,117.0,375000.0,Departamento
122995,Nuñez,4.0,3.0,3.0,123.0,113.0,410000.0,Departamento
122996,Almagro,4.0,3.0,1.0,73.0,68.0,145000.0,Departamento
122997,Almagro,4.0,3.0,2.0,74.0,70.0,180000.0,Departamento
122998,Almagro,5.0,3.0,2.0,150.0,120.0,250000.0,Departamento
122999,Almagro,4.0,3.0,1.0,106.0,100.0,220000.0,Departamento
123000,Almagro,4.0,3.0,1.0,69.0,66.0,179000.0,Departamento
123001,Almagro,4.0,3.0,2.0,80.0,75.0,170000.0,Departamento
123002,Palermo,4.0,3.0,1.0,88.0,82.0,234900.0,Departamento
123003,Palermo,4.0,3.0,1.0,84.0,82.0,255000.0,Departamento
123005,Palermo,4.0,3.0,1.0,80.0,80.0,195000.0,Departamento
123006,Palermo,4.0,3.0,2.0,89.0,86.0,269000.0,Departamento
123007,Palermo,4.0,3.0,2.0,112.0,107.0,317000.0,Departamento
123008,Palermo,5.0,3.0,3.0,148.0,137.0,430000.0,Departamento
123017,Barracas,4.0,3.0,4.0,175.0,148.0,480000.0,Departamento
123018,Belgrano,4.0,3.0,2.0,130.0,130.0,348000.0,Departamento
123019,Belgrano,4.0,3.0,2.0,113.0,108.0,360000.0,Departamento
123020,Belgrano,4.0,3.0,2.0,102.0,89.0,409000.0,Departamento
123021,Belgrano,4.0,3.0,2.0,143.0,135.0,292000.0,Departamento
123022,Belgrano,4.0,3.0,3.0,131.0,102.0,350000.0,Departamento
123023,Belgrano,4.0,3.0,1.0,72.0,72.0,196000.0,Departamento
123024,Belgrano,4.0,3.0,2.0,102.0,89.0,444000.0,Departamento
123025,Belgrano,4.0,3.0,2.0,103.0,95.0,298000.0,Departamento
123026,Belgrano,5.0,3.0,1.0,92.0,92.0,238500.0,Departamento
123027,Belgrano,4.0,3.0,1.0,97.0,97.0,298000.0,Departamento
123030,Belgrano,4.0,3.0,2.0,99.0,99.0,279000.0,Departamento
123031,Belgrano,4.0,3.0,2.0,102.0,89.0,468000.0,Departamento
123032,Belgrano,4.0,3.0,3.0,102.0,91.0,329000.0,Departamento
123035,Belgrano,4.0,3.0,2.0,101.0,90.0,360000.0,Departamento
123036,Belgrano,4.0,3.0,1.0,115.0,115.0,385000.0,Departamento
123037,Congreso,4.0,3.0,1.0,130.0,121.0,260000.0,Departamento
123039,Floresta,4.0,3.0,1.0,79.0,74.0,159000.0,Departamento
123040,Floresta,4.0,3.0,1.0,96.0,84.0,119000.0,Departamento
123046,Recoleta,4.0,3.0,2.0,168.0,143.0,445000.0,Departamento
123047,Recoleta,4.0,3.0,2.0,112.0,102.0,350000.0,Departamento
123048,Recoleta,5.0,3.0,2.0,155.0,155.0,410000.0,Departamento
123049,Saavedra,4.0,3.0,1.0,65.0,65.0,115000.0,Departamento
123050,Saavedra,4.0,3.0,2.0,126.0,103.0,282000.0,Departamento
123051,Saavedra,4.0,3.0,1.0,66.0,61.0,175000.0,Departamento
123053,Caballito,4.0,3.0,1.0,76.0,67.0,169500.0,Departamento
123054,Caballito,4.0,3.0,2.0,144.0,140.0,269000.0,Departamento
123055,Caballito,4.0,3.0,2.0,119.0,106.0,282000.0,Departamento
123056,Caballito,4.0,3.0,2.0,95.0,85.0,400000.0,Departamento
123057,Caballito,4.0,3.0,2.0,121.0,110.0,370000.0,Departamento
123059,Caballito,4.0,3.0,1.0,98.0,90.0,210000.0,Departamento
123060,Caballito,4.0,3.0,2.0,98.0,98.0,350000.0,Departamento
123061,Caballito,4.0,3.0,1.0,82.0,70.0,210000.0,Departamento
123062,Caballito,4.0,3.0,2.0,101.0,98.0,249900.0,Departamento
123063,Caballito,4.0,3.0,1.0,74.0,71.0,180000.0,Departamento
123066,Monserrat,4.0,3.0,1.0,101.0,93.0,179000.0,Departamento
123067,Monserrat,5.0,3.0,1.0,109.0,94.0,215000.0,Departamento
123068,Versalles,4.0,3.0,1.0,78.0,75.0,180000.0,Departamento
123069,Versalles,4.0,3.0,1.0,159.0,140.0,245000.0,Departamento
123074,Colegiales,4.0,3.0,2.0,108.0,96.0,390000.0,Departamento
123087,Barrio Norte,4.0,3.0,2.0,158.0,150.0,299000.0,Departamento
123088,Barrio Norte,4.0,3.0,1.0,88.0,82.0,234900.0,Departamento
123089,Barrio Norte,4.0,3.0,2.0,100.0,91.0,305000.0,Departamento
123092,Villa Crespo,4.0,3.0,2.0,100.0,93.0,187000.0,Departamento
123093,Villa Lugano,4.0,3.0,2.0,82.0,73.0,190000.0,Departamento
123097,San Cristobal,4.0,3.0,2.0,82.0,76.0,169000.0,Departamento
123098,Villa Urquiza,4.0,3.0,1.0,68.0,61.0,187000.0,Departamento
123109,Villa Santa Rita,4.0,3.0,1.0,91.0,82.0,191100.0,Departamento
123110,Villa Santa Rita,4.0,3.0,1.0,91.0,82.0,191100.0,Departamento
123111,Villa Santa Rita,4.0,3.0,1.0,91.0,82.0,191100.0,Departamento
123112,Villa Santa Rita,4.0,3.0,1.0,91.0,82.0,191100.0,Departamento
123113,Parque Centenario,4.0,3.0,2.0,98.0,98.0,350000.0,Departamento
123118,Boca,5.0,4.0,1.0,150.0,105.0,250000.0,PH
123119,Flores,5.0,4.0,2.0,135.0,135.0,180000.0,PH
123122,Monserrat,5.0,4.0,2.0,164.0,130.0,275000.0,PH
123124,Monte Castro,5.0,4.0,2.0,176.0,139.0,252000.0,PH
123146,Flores,5.0,4.0,2.0,134.0,99.0,189500.0,Casa
123232,Retiro,5.0,4.0,2.0,188.0,171.0,460000.0,Departamento
123233,Coghlan,5.0,4.0,2.0,93.0,91.0,170000.0,Departamento
123238,Belgrano,5.0,4.0,2.0,144.0,124.0,429000.0,Departamento
123240,Recoleta,4.0,4.0,3.0,150.0,140.0,435000.0,Departamento
123243,Recoleta,5.0,4.0,2.0,127.0,117.0,395000.0,Departamento
123244,Caballito,5.0,4.0,3.0,117.0,110.0,300000.0,Departamento
123245,San Telmo,6.0,4.0,2.0,156.0,133.0,224000.0,Departamento
123246,Colegiales,5.0,4.0,3.0,136.0,136.0,297000.0,Departamento
123248,Villa Crespo,5.0,4.0,2.0,102.0,102.0,237000.0,Departamento
123251,Villa del Parque,5.0,4.0,3.0,155.0,140.0,280000.0,Departamento
123252,Villa General Mitre,5.0,4.0,1.0,130.0,119.0,265000.0,Departamento
123267,Barracas,7.0,5.0,1.0,190.0,122.0,189999.0,Casa
123288,Retiro,4.0,5.0,2.0,179.0,172.0,460000.0,Departamento
125375,Villa Crespo,2.0,1.0,1.0,46.0,40.0,125000.0,PH
125525,Nuñez,2.0,1.0,1.0,47.0,43.0,180000.0,Departamento
125581,Palermo,2.0,1.0,2.0,65.0,57.0,249000.0,Departamento
125584,Palermo,2.0,1.0,2.0,65.0,57.0,249000.0,Departamento
125586,Palermo,2.0,1.0,1.0,59.0,52.0,144900.0,Departamento
125674,Recoleta,2.0,1.0,2.0,109.0,95.0,420000.0,Departamento
125726,Caballito,2.0,1.0,1.0,73.0,40.0,125000.0,Departamento
125740,Caballito,1.0,1.0,1.0,45.0,36.0,114750.0,Departamento
125745,Chacarita,2.0,1.0,1.0,79.0,70.0,195000.0,Departamento
125764,Colegiales,1.0,1.0,1.0,51.0,51.0,118633.0,Departamento
126013,Villa Devoto,2.0,1.0,1.0,54.0,45.0,115000.0,Departamento
126027,Villa Urquiza,2.0,1.0,1.0,49.0,42.0,135000.0,Departamento
126031,Villa Urquiza,2.0,1.0,1.0,65.0,60.0,174990.0,Departamento
126246,Almagro,3.0,2.0,1.0,87.0,70.0,189000.0,PH
126247,Palermo,3.0,2.0,1.0,73.0,38.0,150000.0,PH
126251,Parque Chas,3.0,2.0,2.0,108.0,100.0,195000.0,PH
126252,Villa Urquiza,3.0,2.0,2.0,121.0,98.0,199000.0,PH
126305,Chacarita,3.0,2.0,1.0,85.0,82.0,195000.0,Casa
126307,Mataderos,3.0,2.0,1.0,171.0,120.0,169000.0,Casa
126544,Coghlan,3.0,2.0,2.0,128.0,128.0,325000.0,Departamento
126568,Pompeya,3.0,2.0,1.0,55.0,55.0,119900.0,Departamento
126612,Belgrano,3.0,2.0,2.0,132.0,68.0,369000.0,Departamento
126613,Belgrano,3.0,2.0,1.0,58.0,58.0,155000.0,Departamento
126627,Recoleta,3.0,2.0,3.0,107.0,104.0,275000.0,Departamento
126629,Recoleta,3.0,2.0,3.0,107.0,100.0,290000.0,Departamento
126652,Balvanera,3.0,2.0,2.0,81.0,72.0,139900.0,Departamento
126657,Caballito,3.0,2.0,1.0,86.0,61.0,215328.0,Departamento
126658,Caballito,3.0,2.0,2.0,81.0,81.0,290000.0,Departamento
126665,Caballito,3.0,2.0,1.0,94.0,59.0,137000.0,Departamento
126677,Caballito,3.0,2.0,1.0,72.0,61.0,181804.0,Departamento
126685,Monserrat,4.0,2.0,1.0,127.0,98.0,129000.0,Departamento
126686,Monserrat,3.0,2.0,1.0,71.0,71.0,165000.0,Departamento
126688,Monserrat,3.0,2.0,1.0,53.0,53.0,135000.0,Departamento
126692,San Telmo,3.0,2.0,1.0,203.0,66.0,230000.0,Departamento
126803,Monte Castro,4.0,2.0,1.0,127.0,91.0,190000.0,Departamento
126805,Villa Crespo,2.0,2.0,1.0,55.0,52.0,120000.0,Departamento
126809,Villa Crespo,3.0,2.0,1.0,71.0,58.0,175000.0,Departamento
126811,Villa Crespo,3.0,2.0,1.0,65.0,57.0,195000.0,Departamento
126813,Villa Devoto,3.0,2.0,2.0,81.0,74.0,278000.0,Departamento
126822,Villa Urquiza,3.0,2.0,1.0,58.0,48.0,155000.0,Departamento
126823,Villa Urquiza,3.0,2.0,1.0,58.0,54.0,160000.0,Departamento
126829,Villa Urquiza,3.0,2.0,1.0,58.0,55.0,160000.0,Departamento
126831,Villa Urquiza,3.0,2.0,2.0,75.0,75.0,225000.0,Departamento
126834,Villa Urquiza,3.0,2.0,2.0,83.0,67.0,219900.0,Departamento
126938,Villa del Parque,3.0,2.0,1.0,68.0,65.0,148000.0,Departamento
126943,Villa Pueyrredón,3.0,2.0,1.0,63.0,60.0,200000.0,Departamento
126976,Villa Devoto,4.0,3.0,2.0,149.0,132.0,235000.0,PH
127035,Mataderos,5.0,3.0,2.0,180.0,150.0,139000.0,Casa
127036,Mataderos,4.0,3.0,1.0,200.0,150.0,229000.0,Casa
127234,Once,4.0,3.0,2.0,80.0,74.0,150000.0,Departamento
127242,Flores,6.0,3.0,2.0,136.0,105.0,290000.0,Departamento
127252,Nuñez,4.0,3.0,1.0,120.0,110.0,390000.0,Departamento
127283,Palermo,4.0,3.0,1.0,98.0,95.0,270000.0,Departamento
127286,Palermo,4.0,3.0,1.0,107.0,94.0,289000.0,Departamento
127294,Belgrano,4.0,3.0,3.0,125.0,111.0,309000.0,Departamento
127298,Belgrano,4.0,3.0,2.0,137.0,130.0,375000.0,Departamento
127313,Recoleta,4.0,3.0,1.0,70.0,66.0,130000.0,Departamento
127315,Recoleta,4.0,3.0,2.0,131.0,122.0,375000.0,Departamento
127338,Caballito,4.0,3.0,1.0,90.0,86.0,215000.0,Departamento
127342,Monserrat,4.0,3.0,1.0,80.0,80.0,152000.0,Departamento
127380,Villa Urquiza,4.0,3.0,1.0,73.0,71.0,152000.0,Departamento
127382,Villa Urquiza,4.0,3.0,1.0,70.0,67.0,230000.0,Departamento
127435,Flores,5.0,4.0,1.0,187.0,143.0,395000.0,Casa
127578,Palermo,5.0,4.0,3.0,137.0,127.0,495000.0,Departamento
127581,Belgrano,5.0,4.0,1.0,96.0,91.0,270000.0,Departamento
127583,Floresta,5.0,4.0,2.0,109.0,90.0,200000.0,Departamento
127612,Parque Centenario,5.0,4.0,2.0,136.0,125.0,310000.0,Departamento
127740,Liniers,5.0,2.0,1.0,135.0,126.0,170000.0,Casa
127753,Palermo,2.0,1.0,1.0,55.0,55.0,120000.0,Departamento
127754,Belgrano,3.0,2.0,2.0,83.0,70.0,210000.0,Departamento
127756,Belgrano,3.0,2.0,1.0,57.0,55.0,139000.0,Departamento
127758,Belgrano,3.0,2.0,1.0,53.0,53.0,150000.0,Departamento
127760,Floresta,2.0,1.0,1.0,72.0,38.0,150000.0,Departamento
127762,Paternal,3.0,2.0,1.0,80.0,62.0,115000.0,Departamento
127763,Recoleta,3.0,2.0,1.0,89.0,85.0,275000.0,Departamento
127766,Caballito,3.0,2.0,1.0,62.0,62.0,165000.0,Departamento
127775,Villa Crespo,2.0,1.0,1.0,50.0,44.0,118000.0,Departamento
127776,Villa Crespo,3.0,2.0,2.0,76.0,65.0,180000.0,Departamento
127777,Villa Crespo,3.0,2.0,2.0,84.0,65.0,213000.0,Departamento
127779,Villa Crespo,3.0,2.0,2.0,76.0,65.0,198500.0,Departamento
127784,Villa del Parque,3.0,2.0,1.0,60.0,52.0,180000.0,Departamento
127855,Flores,3.0,2.0,1.0,75.0,71.0,140000.0,Departamento
127859,Almagro,3.0,2.0,1.0,64.0,58.0,179000.0,Departamento
127860,Almagro,3.0,2.0,2.0,77.0,65.0,170000.0,Departamento
127861,Palermo,4.0,3.0,1.0,81.0,78.0,210000.0,Departamento
127863,Palermo,3.0,2.0,2.0,90.0,90.0,446000.0,Departamento
127864,Palermo,2.0,1.0,1.0,49.0,49.0,260000.0,Departamento
127869,Recoleta,2.0,1.0,2.0,125.0,112.0,460000.0,Departamento
127873,Caballito,4.0,2.0,1.0,99.0,99.0,312000.0,Departamento
127876,Monte Castro,3.0,3.0,2.0,78.0,78.0,119000.0,Departamento
127879,Villa Urquiza,2.0,1.0,1.0,48.0,40.0,142000.0,Departamento
127899,San Cristobal,3.0,2.0,1.0,60.0,50.0,126000.0,Departamento
127904,Flores,3.0,2.0,1.0,94.0,94.0,150000.0,PH
127949,Boedo,4.0,3.0,2.0,167.0,91.0,140000.0,PH
127950,Flores,4.0,3.0,1.0,153.0,120.0,250000.0,PH
127951,Palermo,3.0,1.0,1.0,63.0,63.0,250000.0,PH
127970,Boedo,2.0,1.0,1.0,69.0,45.0,129000.0,Departamento
127983,Nuñez,2.0,1.0,1.0,90.0,50.0,215000.0,Departamento
127984,Nuñez,2.0,1.0,1.0,46.0,41.0,179500.0,Departamento
127985,Almagro,3.0,2.0,1.0,73.0,60.0,167000.0,Departamento
127990,Barrio Norte,2.0,1.0,2.0,73.0,70.0,144000.0,Departamento
127996,Boedo,2.0,1.0,1.0,50.0,50.0,130000.0,PH
128001,Palermo,3.0,1.0,2.0,78.0,71.0,263000.0,PH
128004,Belgrano,3.0,1.0,2.0,120.0,90.0,369000.0,PH
128016,Villa Urquiza,2.0,1.0,1.0,49.0,47.0,146000.0,PH
128020,Boedo,3.0,2.0,1.0,83.0,83.0,146000.0,PH
128025,Flores,5.0,2.0,2.0,196.0,140.0,280000.0,PH
128030,Nuñez,3.0,2.0,2.0,101.0,68.0,269900.0,PH
128031,Almagro,3.0,2.0,1.0,55.0,55.0,158000.0,PH
128032,Almagro,3.0,2.0,1.0,55.0,55.0,158000.0,PH
128034,Almagro,3.0,2.0,1.0,60.0,60.0,125000.0,PH
128035,Palermo,3.0,2.0,1.0,53.0,53.0,165000.0,PH
128036,Palermo,3.0,2.0,2.0,100.0,100.0,295000.0,PH
128037,Palermo,3.0,2.0,2.0,100.0,100.0,295000.0,PH
128038,Palermo,3.0,2.0,1.0,73.0,68.0,250000.0,PH
128039,Palermo,3.0,2.0,1.0,93.0,53.0,168000.0,PH
128040,Palermo,3.0,2.0,2.0,120.0,120.0,320000.0,PH
128041,Palermo,3.0,2.0,1.0,58.0,58.0,139500.0,PH
128042,Pompeya,3.0,2.0,1.0,100.0,80.0,135000.0,PH
128046,Congreso,3.0,2.0,1.0,60.0,55.0,117000.0,PH
